vol_requests,title,summary,category_desc,org_title,locality,recurrence_type,start_date_date,end_date_date,Latitude,Longitude,images
4,Nutrition Workshop for Seniors,"Metropolitan Council on Jewish Poverty is one of New York's largest human services agencies, providing more than 100,000 New Yorkers with critical services in their fight against poverty and its effects every year.",Health,Metropolitan Council on Jewish Poverty,"171 Lexington Ave
  New York, NY 10016",ongoing,September 1 2011,December 31 2012,40.74424,-73.9813,139.jpg
2,Movie screener for Seniors,A volunteer who can screen movies about nutrition and fitness for low-income seniors in Brooklyn.,Health,Metropolitan Council on Jewish Poverty,"80 Maiden Lane
  New York, NY 10038",ongoing,March 10 2011,December 31 2011,40.70712,-74.0073,140.jpg
4,Fitness Instructor for Seniors,A program for seniors to encourage fitness.,Health,Metropolitan Council on Jewish Poverty,"80 Maiden Lane
  New York, NY 10038",ongoing,April 8 2011,December 31 2012,40.70712,-74.0073,141.jpg
15,Be a Chapter Ambassador!,"The Chapter Ambassadors will promote Society events, programs and outreach events as program support and as a Society representative at various events and programs directly benefiting people living with MS.",Health,National Multiple Sclerosis Society NYC Chapter,"733 Third Avenue
  New York, NY 10017",ongoing,June 21 2011,June 20 2012,40.75307,-73.9728,142.jpg
100,Be a Climb to the Top Volunteer!,"Climb to the Top is a unique stair climbing event hosted by the National MS Society, NYC-SNY Chapter that will take place n Sunday, February 27, 2011 as 1,000 participants will climb 66 flights of stairs to help create a world free of MS.",Health,National Multiple Sclerosis Society NYC Chapter,"30 Rockefeller Plaza
  New York, NY 10112",onetime,February 27 2011,February 27 2011,40.75875,-73.9787,143.jpg
1,Children's Recreation Projects with New York Cares,"Thank you for contacting New York Cares about our Childrenâ€™s Recreation projects. Sports and fitness projects keep children healthy and active, arts and culture projects help them discover their creativity, and recreational outings expose them to the unique activities and culture of New York City.",Health,New York Cares,"214 29th St
  New York, NY 10001",ongoing,August 1 2011,January 31 2012,40.74826,-73.9939,144.jpg
75,Street Games in Harlem's Thomas Jefferson Park,"Street Games is an event that brings thousands of kids and adults alike out to learn (or relive) some of the classic street games from the 60â€™s and 70â€™s and reintroduce them to a new generation with a modern twist! Held in Thomas Jefferson Park on Saturday, May 7th from 11:00 a.m. to 3:00 p.m.",Health,New York City Department of Parks & Recreation,"830 5th Ave
  New York, NY 10065",onetime,May 7 2011,May 7 2011,40.76771,-73.9705,145.jpg
1,Queens-Fitness Instructor for Shape Up NYC,"Yoga instructor needed at Roy Wilkins Recreation Center in Jamaica, Queens.",Health,New York City Department of Parks & Recreation,"1234 5th ave
  New York, NY 10029",ongoing,February 17 2011,June 17 2012,40.79329,-73.9518,146.jpg
1,Queens Fitness Instructor for Shape Up NY!,NYC Parks and Recreation seeks your participation to enrich our parks! Shape Up New York is a free fitness program for all ages and is looking for a Zumba instructor at Forest Park Wallenburg Square in Queens. Volunteers must have some experience as a fitness instructor.,Health,New York City Department of Parks & Recreation,"Metropolitan Ave Queens, NY 11418",ongoing,May 1 2011,October 31 2011,40.69637,-73.8403,147.jpg
1,Queens:Yoga Fitness Instructor for Shape Up New York at Al Oerter !,NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at Al Oerter Recreation Center. Volunteer opportunities are available for a variety of classes and activities...,Health,New York City Department of Parks & Recreation,"131 40 Fowler Avenue
  Flushing, NY 11355",ongoing,June 1 2011,June 30 2012,40.75162,-73.8342,148.jpg
2,Staten Island: Yoga Instructor for Shape Up New York!,NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at Greenbelt Recreation Center in Staten Island.,Health,New York City Department of Parks & Recreation,"1234 5th Avenue
  New York, NY 10029",ongoing,September 15 2011,September 14 2012,40.79329,-73.9518,149.jpg
1,Bronx: Zumba Instructor for Shape Up NYC at St. Mary's Recreation Center,"NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at St. Maryâ€™s Recreation Center (St. Annâ€™s Avenue at East 145th street, Bronx, NY 10455)",Health,New York City Department of Parks & Recreation,"450 St Anns Ave
  Bronx, NY 10455",ongoing,June 01 2011,June 30 2012,40.81197,-73.9143,150.jpg
1,Bronx: Water Aerobics Instructor For Shape Up NYC at St. Mary's recreation center,"NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at St. Maryâ€™s Recreation Center (St. Annâ€™s Avenue at East 145th street, Bronx, NY 10455)",Health,New York City Department of Parks & Recreation,"450 St Anns Ave
  Bronx, NY 10455",ongoing,June 1 2011,June 30 2012,40.81197,-73.9143,151.jpg
2,Staten Island: Zumba Instructor for Shape Up New York!,NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at Faber Park in Staten Island.,Health,New York City Department of Parks & Recreation,"1234 5th Avenue
  New York, NY 10029",ongoing,September 16 2011,September 15 2012,40.79329,-73.9518,152.jpg
2,Soccer/Futsal Assistant Coach,"Our After School programs/clinics are designed to foster self-esteem & leadership skills. Skills Required: Experience playing/coaching soccer + an interest in working w/ children is a must! Futsal experience is a plus, but not necessary as we will educate you about the game and how to coach Futsal.",Health,New York Futsal,"233 77th Street
  New York, NY 10024",ongoing,May 1 2011,June 24 2011,40.78255,-73.9809,153.jpg
5,Family Liason Program at New York Methodist Hospital,"A team of mature adults staff our desk in front of the surgical suites. Providing information, connecting families and physicians post surgically and guiding families to the resources they need is the focus of this volunteer experience.",Health,New York Methodist Hospital,"506 Sixth Street
  Brooklyn, NY 11215",ongoing,August 17 2011,August 16 2012,40.66829,-73.9792,154.jpg
3,Step Team Instructor,The PAL BBC Steppers Step team program seeks an instructor available on Wednesday from 5:00pm â€“ 7:30pm and Saturday mornings from 11:00 am â€“ 1:00 pm. The BBC Steppers will consist of about 20 middle school and teen participants with or without formal experience in stepping.,Health,Police Athletic League Of New York,"985 Rockaway Avenue
  Brooklyn, NY 11212",ongoing,October 03 2011,January 31 2012,40.65607,-73.9072,155.jpg
20,Special Event Volunteers (Brooklyn),"PAL IS 218 Beacon 1st Annual Community Health & Education Fair. The fair will be held Saturday, June 25, 2011 from 11 AM to 3 PM. The fair will include health and career information, community performers, local entrepreneurs, and childrenâ€™s entertainment. We have multiple volunteer opportunities!",Health,Police Athletic League Of New York,"34 1
  New York, NY 10003",onetime,June 25 2011,June 25 2011,40.73194,-73.9889,156.jpg
20,Volunteer at Queens Farm,"Assist farmers with weeding, mulching, planting, and harvesting in our two acre vegetable production.",Health,Queens County Farm Museum,"73 50 Little Neck Parkway Floral Park
  NY 11004",ongoing,April 17 2011,October 30 2011,40.74816,-73.7194,157.jpg
4,"Chefs, Nutritionists and Foodies Wanted!","We are looking for chefs, culinary students, dietitians, and home cooks to teach formerly homeless individuals how to prepare healthy and affordable meals in Brooklyn.",Health,"Services for the UnderServed, Inc.","305 Seventh Avenue
  New York, NY 10001",ongoing,April 15 2011,April 14 2012,40.74682,-73.9937,158.jpg
50,Susan G. Komen for the Cure's Greater NYC Affiliate Needs Volunteers,"Help the fight against breast cancer by volunteering with Komen Greater NYC-- advertise September's Race for the Cure at an outdoor farmer's market, help out one of our other summer initiatives, or volunteer on Race for the Cure Weekend 2011!",Health,The Greater New York City Affiliate Of Susan G. Komen For The Cure,"470 7th Avenue
  New York, NY 10018",ongoing,June 29 2011,September 18 2011,40.75195,-73.9899,159.jpg
1,Community Health Promotion and Awareness Intern,"Intern will have the opportunity to gain experience in many aspects of health education such as: outreach activities, developing culturally specific program materials, and hands on program implementation.",Health,The Leukemia & Lymphoma Society,"475 Park Avenue
  New York, NY 10016",onetime,August 03 2012,August 3 2012,40.76213,-73.9704,160.jpg
500,Transportation Alternatives NYC Century Bike Tour!,"Keep the NYC Century Bike Tour rolling by being part of our esteemed volunteer crew! There are many opportunities for you to choose from. Whether you want to ride, set up, help out at a local park or guide cyclists through dangerous intersections, T.A. staff (and all the riders) can use your help!",Health,Transportation Alternatives,"127 26th St
  New York, NY 10001",onetime,September 18 2011,September 18 2011,40.74531,-73.9926,161.jpg
1,Seeds in the Middle - Volunteer Girls Soccer Coach,Help elementary and middle school aged girls become stronger and healthier by volunteering your time as a soccer coach in an under-resourced Brooklyn community.,Health,Up2Us,"791 Empire Blvd
  Brooklyn, NY 11213",ongoing,March 26 2011,June 18 2011,40.6637,-73.936,162.jpg
5,Age-Friendly New York City Outreach Volunteer,"Outreach Volunteer needed to increase awareness of local businesses in New York City about what older adults want, while reinforcing links between businesses and a growing and influential consumer base.",Helping Neighbors in Need,Age-Friendly New York City,"1216 Fifth Avenue at 103rd Street
  New York, NY 10029",ongoing,June 06 2011,August 30 2011,40.7921,-73.9522,163.jpg
6,Fall Volunteer ESL Teacher,We are looking for enthusiastic volunteers to teach our ESL classes for the fall semester. No experience is necessary and training is provided!,Helping Neighbors in Need,Arab American Association Of New York,"7111 5th avenue
  Brooklyn, NY 11209",ongoing,September 2 2011,October 1 2012,40.63238,-74.0214,164.jpg
10,Volunteer Citizenship Tutor,Help us tutor Arab Immigrants applying for the US citizenship. Small group or one-on-one tutoring Training and materials all provided Requirements: 1) Two Hour weekly commitment 2) Cultural Sensitivity to Arab Immigrants,Helping Neighbors in Need,Arab American Association Of New York,"7111 5th Avenue
  Brooklyn, NY 11209",ongoing,February 3 2011,February 1 2012,40.63238,-74.0214,165.jpg
2,Advanced ESL classes (Women),With four levels of Women's ESL classes running at the AAANY we are looking for a dedicated ESL Volunteer to help us strengthen our upper level Advanced Course.,Helping Neighbors in Need,Arab American Association Of New York,"7111 5th Avenue
  Brooklyn, NY 11209",ongoing,February 28 2011,February 28 2012,40.63238,-74.0214,166.jpg
1,Administrative Intern,BCA is searching for an intern for its administrative office in New York City. Please see the full description for further details.,Helping Neighbors in Need,BCA,"244 Madison Ave
  New York, NY 10016",ongoing,August 15 2011,February 8 2012,40.75013,-73.9812,167.jpg
20,Give the Gift of Bicycling!,Spend one hour this Saturday learning how to change others' lives by teaching them how to ride a bicycle!,Helping Neighbors in Need,Bike New York,"475 Riverside Drive
  New York City, NY 10115",ongoing,June 03 2011,June 02 2012,40.8111,-73.9642,168.jpg
5,Conversation Leader,Teacher's assistant for one hour per week in the Bronx,Helping Neighbors in Need,Bronx ESL Program,"312 114th St
  New York, NY 10026",ongoing,September 12 2011,December 15 2011,40.80351,-73.9573,169.jpg
32,Brooklyn Special Olympics Bowling Tournament,Volunteers are needed to help developmentally disabled adults at a bowling tournament. No bowling skills are required.,Helping Neighbors in Need,Brooklyn Special Olympics,"79 Fort
  Tilden, NY 11695",onetime,March 27 2011,March 27 2011,40.56276,-73.8883,170.jpg
12,Friendly Visitor for Older Adults,Looking for an Older Adult Friendly Visitor who can provide general companionship and general assistance to seniors in the community.,Helping Neighbors in Need,Carter Burden Center for the Aging,"1484 First Avenue
  New York, NY 10075",ongoing,September 20 2011,September 19 2012,40.77124,-73.9535,171.jpg
3,Sunday Soup Kitchen Outreach Volunteers,"Every Sunday at our outreach/information table, Cathedral Community Caresâ€™ volunteers provide information and referrals to clients of the Sunday Soup Kitchen.",Helping Neighbors in Need,Cathedral Community Cares,"1047 Amsterdam Ave
  New York, NY 10025",ongoing,January 25 2011,January 25 2012,40.80395,-73.9631,172.jpg
1,MS Word Tutor,Tutor Staff in using basic functions of MS Word,Helping Neighbors in Need,Center For Hearing And Communication,"50 Broadway
  New York, NY 10004",ongoing,April 4 2011,June 15 2011,40.70645,-74.0128,173.jpg
1,Accountant,Accountant with non-profit experience,Helping Neighbors in Need,Center for the Integration & Advancement of New Americans (CIANA),"31 09 Suite 411 Newtown Ave
  Astoria, NY 11102",ongoing,January 24 2011,July 24 2011,40.77152,-73.9264,174.jpg
1,"Nepali, Bangla and Punjabi translators needed!",Do you speak a South Asian language? Are you interested in empowering NYC immigrants through community outreach and education?,Helping Neighbors in Need,Chhaya Community Development Corporation,"37 43 77th Street Jackson Heights
  NY 11372",ongoing,June 02 2011,December 31 2012,40.74799,-73.8888,175.jpg
2,Special Events Volunteer,"Need two enthusiastic volunteers to assist with guest check-in at cocktail event on September 14, 2011.",Helping Neighbors in Need,Children of Bellevue,"95 Wall Street
  New York, NY 10005",onetime,September 14 2011,September 14 2011,40.70493,-74.0075,176.jpg
15,Kitchen food Prep.,"Volunteers to help prepare, pack and serve meals",Helping Neighbors in Need,Citymeals-on-Wheels,"355 Lexington Ave
  New York, NY 10017",ongoing,March 08 2011,March 07 2012,40.75025,-73.9769,177.jpg
2,GED Instructer Needed!,Instruct adults lacking HSD/GED in preparation for the GED exam in a small group setting in Harlem.,Helping Neighbors in Need,"Civic Association Serving Harlems, Inc","356 123rd St
  New York, NY 10027",ongoing,January 12 2011,June 20 2011,40.80978,-73.9543,178.jpg
5,Use Your Skills To Help Others - 55+ Only,Provide Youth and Adults with New Skills.,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP),"105 22 Street
  New York, NY 10010",ongoing,August 3 2011,August 2 2012,40.73943,-73.9866,179.jpg
15,It's Never A Bad Time to Make A Friend--55+ Only,Community Services-Nazi Victim Friendly Visitor Program. This friendly visiting program serves as the last surviving relative to the victims of the Nazi Persecution. Supported by social workers these are people who would benefit from a friendly visitor who can spend an hour a week with clients.,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP),"105 22nd Street
  Brooklyn, NY 10010",ongoing,April 28 2011,December 27 2012,40.73943,-73.9866,180.jpg
5,Become An Activity Leader! --55+ Only,Manhattan/Brighton Beach Senior Center is looking for activity leaders for any and all topics! Volunteer once a week to share your particular field of interest with our members. Contact us and we will help you develop an opportunity tailored specifically to you and your talents!,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP),"105 22nd Street
  New York, NY 10010",ongoing,April 29 2011,July 28 2011,40.73943,-73.9866,181.jpg
3,Help Care for Babies at the Teen Family Center - 55+ Only,Assist staff by providing support in caring for babies.,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP),"105 22 Street
  New York, NY 10010",ongoing,August 15 2011,August 14 2012,40.73943,-73.9866,182.jpg
25,Be a Driver and Make a Difference - 55+ Only,Drivers needed to take individuals to medical appointments. Very rewarding. Some people are not able to go to their medical appointments without this assistance.,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP),"105 22nd Street
  New York, NY 10010",ongoing,May 25 2011,December 26 2011,40.73943,-73.9866,183.jpg
20,Help Feed Hungry New Yorkers --55+ Only,Volunteers needed to deliver meals to home bound individuals. Meal delivery takes about an hour or two and your route can be close to your home or place of employment.,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP),"105 22nd Street
  New York, NY 10010",ongoing,January 25 2011,May 25 2011,40.73943,-73.9866,184.jpg
5,Giving At the Soup Kitchen Can be Fun - 55+ Only,Early morning and overnight volunteers needed at a homeless shelter.,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP),"105 22 Street
  New York, NY 10010",ongoing,August 31 2011,August 30 2012,40.73943,-73.9866,185.jpg
1,Soup Kitchen Cook,"Coney Island Community Kitchen, all-volunteer Coney Island nonprofit, providing meals for low-income/under poverty line community members, seeks a part-time Soup Kitchen volunteer cook to prepare meals on Fridays. Must be certified, enjoy cooking and giving back to community.",Helping Neighbors in Need,Coney Island Lighthouse Mission,"2114 Mermaid Ave
  Brooklyn, NY 11224",ongoing,August 04 2011,August 3 2012,40.57624,-73.9882,186.jpg
100,Deliver a Passover Package and Visit with a Senior,"Brighten the day of a senior! Deliver a Passover package and visit with an older person for about an hour. Sunday, April 10, 2011 10:00 - 12:00 REGISTER ONLINE: www.dorotusa.org",Helping Neighbors in Need,DOROT,"171 85th Street
  New York, NY 10024",onetime,April 10 2011,April 10 2011,40.78686,-73.9752,187.jpg
1,Deliver a Winter Package and Visit with an isolated Manhattan Senior,"Warm up the day of a senior! Deliver a package and visit with an older person for about an hour. Sunday, Jan. 30, 2010 10:00 am - Noon DOROT 171 West 85 Street (off Amsterdam Ave.) Photo ID Required",Helping Neighbors in Need,DOROT,"171 85th Street
  New York, NY 10024",onetime,January 30 2011,January 30 2011,40.78686,-73.9752,188.jpg
500,DOROT's 9/11 Day of Service and Rosh Hashanah Package Delivery!,Deliver a holiday package to a senior on the anniversary of 9/11.,Helping Neighbors in Need,DOROT,"171 85th Street
  New York, NY 10024",onetime,September 11 2011,September 11 2011,40.78686,-73.9752,189.jpg
5,Food Pantry Volunteers,Volunteers needed on Weds 5-7pm at SI Food Pantry,Helping Neighbors in Need,Dr. Theodore A. Atlas Foundation,"543 Cary Ave Staten Island
  NY 10310",ongoing,March 01 2011,February 29 2012,40.63231,-74.1199,190.jpg
10,Personal Shopper,Personal Shoppers work one-on-one with Dress for Success clients to help select their interview suit. Personal shopping is a wonderful way to boost womenâ€™s confidence and make a direct impact on our clientsâ€™ lives.,Helping Neighbors in Need,Dress for Success - Bronx Branch,"2038 Davidson Avenue
  Bronx, NY 10453",ongoing,August 10 2011,January 1 2012,40.85354,-73.9087,191.jpg
10,Career Counselor,Volunteers help our clients by reviewing and editing rÃ©sumÃ©s/coverletters and giving interview tips to a woman in need. They also meet with clients to perform mock interviews and informational interviews in order to give them a chance to practice and improve their communication skills.,Helping Neighbors in Need,Dress for Success - Bronx Branch,"2038 Davidson Avenue
  Bronx, NY 10453",ongoing,August 10 2011,January 01 2012,40.85354,-73.9087,192.jpg
10,"I, Leader LGBT Campaigner","I, Leader LGBT Campaigners raise awareness about the I, Leader Workshop, a session on leadership and community activism training and the launch of a campaign that aims for safer schools.",Helping Neighbors in Need,entrepreneurshipEDGE,"1430 Broadway
  New York, NY 10018",ongoing,September 27 2011,November 15 2011,40.75416,-73.9869,193.jpg
2,Leadership and Community Activism Mentor,We are looking for volunteer Leadership and Community Activism Mentors for the Launch It! Summer Workshop program.,Helping Neighbors in Need,entrepreneurshipEDGE,"1430 Broadway
  New York, NY 10018",ongoing,August 9 2011,August 26 2011,40.75416,-73.9869,194.jpg
4,Foster Care Recruiter,"Tracking with Excel, followup with foster parent, prescreen for foster care, mailing",Helping Neighbors in Need,Episcopal Social Services NYC,"305 Seventh Avenue
  New York, NY 10001",ongoing,September 9 2011,September 8 2012,40.74682,-73.9937,195.jpg
2,Kitchen Assistant,Help prepare and serve food to children in our Early Head Start Program.,Helping Neighbors in Need,Episcopal Social Services NYC,"305 Seventh Avenue
  New York, NY 10001",ongoing,September 06 2011,August 1 2012,40.74682,-73.9937,196.jpg
10,Employment Mentoring,Helping those to help themselves,Helping Neighbors in Need,FEGS,"315 Hudson St
  New York, NY 10013",ongoing,September 14 2011,September 13 2012,40.72631,-74.0075,197.jpg
5,Money Makes Sense,Financial literacy for adults,Helping Neighbors in Need,FEGS,"315 Hudson St
  New York, NY 10013",ongoing,September 19 2011,September 18 2012,40.72631,-74.0075,198.jpg
1,Care To Share Volunteer Manager,Care to Share is a volunteer project to 'donate' fresh fruits and vegetables. CSA shareholders will donate a portion of their share between 10/8/11 - 10/18/11 to the CSA's local food pantry. Volunteer managers will help to manage the program.,Helping Neighbors in Need,FEGS,"130 59th Street
  New York, NY 10022",ongoing,October 3 2011,October 18 2011,40.76239,-73.9686,199.jpg
100,Friendly Visiting - Visit Homebound Seniors,"Friendly Visiting is a fantastic program that pairs wonderful and dedicated people like you to visit the home-bound elderly in your area. Visits take place once a week, based on your schedule and last for one hour. With our busy schedules, what rewarding opportunity could be better than that?",Helping Neighbors in Need,Friendly Visiting at the JCCGCI,"3001 37th Street
  Brooklyn, NY 11224",ongoing,July 12 2011,July 12 2012,40.57327,-74.0025,200.jpg
100,Volunteers Needed in Bay Ridge/Benonhurst Area of Brooklyn to visit Homebound Seniors!,The Friendly Visiting Program needs volunteers to visit homebound seniors in the Bay Ridge/Bensonhurst area of Brooklyn.,Helping Neighbors in Need,Friendly Visiting at the JCCGCI,"165 105th Street
  New York, NY 10025",ongoing,August 01 2011,July 31 2012,40.57327,-74.0025,201.jpg
1,Administrative Coordinator,Global Potential (GP) is looking for energetic and motivated volunteer to assist with communication and administrative office matters. Volunteer in this position will perform and oversee a variety of general office support assignments.,Helping Neighbors in Need,Globalhood,"220 Fitfy Avenue
  New York, NY 10001",ongoing,September 12 2011,December 1 2012,40.75026,-73.9969,202.jpg
1,Volunteer to Assist Homeless Adults with Resume Building,"Mainchance drop-in center for homeless and hungry adults seeks a volunteer to help our clients construct effective and professional resumes and, in turn, help them obtain employment.",Helping Neighbors in Need,Grand Central Neighborhood Social Services Corporation,"120 32nd Street
  New York, NY 10016",ongoing,May 17 2011,July 5 2011,40.7454,-73.9813,203.jpg
1,Computer Teacher,"Teacher of Basic Computer Skills such as browsing, MS word, Excel, etc.",Helping Neighbors in Need,Greater Chinatown Community Association,"105 Mosco Street
  New York, NY 10013",ongoing,April 11 2011,April 10 2012,40.71446,-73.9993,204.jpg
2,English Teacher,English teacher needed to teach English as a Second Language.,Helping Neighbors in Need,Greater Chinatown Community Association,"105 Mosco Street
  New York, NY 10013",ongoing,June 18 2011,June 18 2012,40.71446,-73.9993,205.jpg
20,Volunteer with Brooklynâ€™s older adults!,"Heights and Hills is recruiting volunteers to support our elderly clients through a range of activities including weekly companionship, and help with one time tasks such as setting up email accounts or hanging drapes.",Helping Neighbors in Need,Heights and Hills,"57 Willoughby Street
  Brooklyn, NY 11201",ongoing,September 20 2011,September 19 2012,40.69222,-73.9867,206.jpg
300,Volunteer For Housing Works' Design On A Dime 2011,"Design on a Dime is New York Cityâ€™s most popular interior design benefit event. The seventh anniversary features more than 50 of the worldâ€™s top interior designers, who create room vignettes with merchandise which is donated and then sold to provide revenue for our client services",Helping Neighbors in Need,"Housing Works, Inc.","123 18th St
  New York, NY 10011",ongoing,May 03 2011,May 07 2011,40.74017,-73.9957,207.jpg
1,Saturday Garden Volunteer Program,"An on-going, every other Saturday volunteer opportunity running from April 9th to November 5th. This is an open volunteer opportunity which means youâ€™re welcome to join us once or twice, or every time!",Helping Neighbors in Need,Hudson River Park,"40 2nd
  New York, NY 10014",ongoing,April 9 2011,November 5 2011,40.72501,-73.9902,208.jpg
100,Volunteer for inMotion's Story by Story Stair Climb to End Domestic Violence,"Sign up to volunteer at inMotion's Story by Story stair climb fundraiser on Thursday, October 6th!",Helping Neighbors in Need,"inMotion, Inc.","1411 Broadway at 39th Street
  New YOrk, NY 10018",onetime,October 06 2011,October 06 2011,40.75372,-73.9871,209.jpg
10,JASA Home Delivered Meals Office Volunteer,Assist with office work and interact with staff and clients at Brooklyn Home Delivered Meals office.,Helping Neighbors in Need,Jewish Association for Services for the Aged (JASA),"132 31st Street
  New York, NY 10001",ongoing,May 27 2011,February 28 2012,40.74849,-73.9906,210.jpg
2,JASA Cooper Square Thrift Shop Volunteer,Volunteers are needed to help the residents and staff of JASA Cooper Square Senior Housing Building with their flea markets.,Helping Neighbors in Need,Jewish Association for Services for the Aged (JASA),"132 31st Street
  New York, NY 10001",ongoing,August 15 2011,August 14 2012,40.74849,-73.9906,211.jpg
1,JASA Volunteer Art Teacher at Mill Basin Senior Center,Volunteer as little as one hour per week to work with our seniors on arts and crafts project.,Helping Neighbors in Need,Jewish Association for Services for the Aged (JASA),"2075 68th Street
  Brooklyn, NY 11234",ongoing,March 7 2011,March 6 2012,40.61391,-73.9862,212.jpg
1,Senior Alliance Registrar,ASA's Senior Alliance Senior Center is looking for volunteer registrars to assist with the greeting and registering of our members for daily lunch and classes. Volunteers should be mature and organized. We look forward to hearing from you!,Helping Neighbors in Need,Jewish Association for Services for the Aged (JASA),"247 37th Street
  New York, NY 10018-5706",ongoing,September 26 2011,September 25 2012,40.75377,-73.9913,213.jpg
3,Kitchen Aide for JASA Scheuer House,Come help out the kitchen staff at our Scheuer House Senior Center!,Helping Neighbors in Need,Jewish Association for Services for the Aged (JASA),"3601 Surf Avenue Coney Island
  NY 11224",ongoing,September 01 2011,August 31 2012,40.57314,-74.0016,214.jpg
10,JASA Home Delivered Meals survey volunteer,Help with the implementation of JASA's Home Delivered Meals survey,Helping Neighbors in Need,Jewish Association for Services for the Aged (JASA),"132 31st Street
  New York, NY 10001",ongoing,May 16 2011,July 1 2011,40.74849,-73.9906,215.jpg
1,JASA Volunteer ESL Teacher at H.E.S. Senior Center,"We are in need of a volunteer to teach an ESL class at our H.E.S. Senior Center, located in Canarsie.",Helping Neighbors in Need,Jewish Association for Services for the Aged (JASA),"9502 Seaview Avenue
  Brooklyn, NY 11206",ongoing,March 07 2011,March 06 2012,40.63281,-73.8912,216.jpg
1,JASA Throgs Neck Computer Volunteer,Help teach basic computer skills to seniors,Helping Neighbors in Need,Jewish Association for Services for the Aged (JASA),"132 31st Street
  New York, NY 10001",ongoing,January 13 2011,January 13 2012,40.74849,-73.9906,217.jpg
5,Special Events Assistant,"Jewish Home Lifecare is seeking volunteers to assist with event set-up and transport of residents to special events activiteis on holidays, weekends, and during evenings",Helping Neighbors in Need,"Jewish Home Lifecare, Manhattan Division","120 106th Street
  New York, NY 10025",ongoing,September 14 2011,September 13 2012,40.79948,-73.9635,218.jpg
3,Pharmacy Assistant,"We are currently accepting applications for FALL 2011 Volunteers are needed weekdays to assist in our pharmacy with packaging, labeling, delivering medications and also to perform minor filing and other clerical work .",Helping Neighbors in Need,"Jewish Home Lifecare, Manhattan Division","120 106th Street
  New York, NY 10025",ongoing,June 10 2011,May 31 2012,40.79948,-73.9635,219.jpg
30,Work With Visually Impaired Teens This Summer!,Are you 18 years of age or older? We have opportunities during the day from 9-3 and in the evening from 4-10. (There can be some flexibility during the evening shift for those who leave work at 5). Contact us to schedule your interview today!,Helping Neighbors in Need,Lighthouse International,"111 59th Street
  New York, NY 10035",ongoing,July 3 2011,July 29 2011,40.64358,-74.0213,220.jpg
10,Passover Food Distribution Volunteer Needed!,Volunteers are needed to participate in Met Councilâ€™s Passover Food Distribution for families affected by domestic violence.,Helping Neighbors in Need,Metropolitan Council on Jewish Poverty,"Coney Island Avenue Brooklyn, NY 11230",onetime,April 11 2011,April 11 2011,40.63196,-73.9668,221.jpg
2,Russian speaking volunteer needed to work with Seniors,A bi-weekly nutrition workshop for low-income seniors who reside in Brooklyn. The goal of these workshops is to focus on different aspects of nutrition each time and give seniors useful and practical information about how they can improve their daily diets.,Helping Neighbors in Need,Metropolitan Council on Jewish Poverty,"Neptune Avenue Brooklyn, NY 11224",ongoing,June 7 2011,May 5 2012,40.57764,-73.9975,222.jpg
10,Resume Review Workshop Volunteer,Want a meaningful volunteer experience? Come and work one on one with Met Council clients to update their resumes.,Helping Neighbors in Need,Metropolitan Council on Jewish Poverty,"80 Maiden Lane
  New York, NY 10038",ongoing,May 18 2011,May 18 2012,40.70712,-74.0073,223.jpg
10,Networking Workshop Volunteer,Help Met Council clients practice their networking skills.,Helping Neighbors in Need,Metropolitan Council on Jewish Poverty,"80 Maiden Lane
  New York, NY 10038",ongoing,April 06 2011,April 6 2012,40.70712,-74.0073,224.jpg
5,Patient and Caregiver Support,Share meals with patients and caregivers that have travelled to NYC for medical treatment and are staying at the Miracle House facility.,Helping Neighbors in Need,Miracle House,"80 8th ave
  New York, NY 10011",ongoing,June 29 2011,June 28 2012,40.73985,-74.0024,225.jpg
2,Administrative Volunteer,We are looking for an excited and organized individual to help us in our day to day activities. Join a dynamic team to help prevent suicide.,Helping Neighbors in Need,National Suicide Prevention Lifeline,"50 Broadway
  New York, NY 10004",ongoing,May 31 2011,December 30 2011,40.70645,-74.0128,226.jpg
1,Client Services and Welcome Desk,NYAWC is seeking a volunteer to support the efficient operations of the Client Services division.,Helping Neighbors in Need,New York Asian Women's Center,"32 Broadway
  New York, NY 10004",ongoing,August 16 2011,March 6 2012,40.70605,-74.0131,227.jpg
